-6.260791739517300447e-02 3.034554373082860579e-01 -9.356796803793783479e-02 1.254562927436755210e-02 -1.935422710783364364e-01
-2.510853759254503825e-01 -3.255276076801483232e-01 -9.501853949192289039e-02 2.313514726906141794e-01 4.141198521922259679e-01
-4.309932295636947908e-01 9.560395804500707584e-01 -7.804900229548468460e-02 -2.205693755808005863e-01 -5.193092231333107378e-01
1.628975690646249641e-01 -3.238814618570766690e-01 1.746459944541340487e-02 3.007395724179300900e-01 -1.330228527653575521e-01
3.655268936824132564e-01 -2.681537596803137968e-01 8.999390710059877729e-02 -1.592646497323274013e-01 -4.720196906085183386e-02
4.880617234208995958e-01 -3.496022178692771987e-01 -1.129221265249442940e-01 2.675057652771137273e-01 -2.686906125247411903e-01
1.034715115480894648e-01 -3.855972046004361720e-01 -1.393081882363138291e-01 4.377599068474276045e-01 8.231920398945159756e-02
3.608198853515917071e-01 -9.986125413871245471e-02 -1.940963859172947503e-01 -8.122963457903462081e-02 9.361761974318006177e-03
4.170229708361521959e-01 -4.209151340814540898e-01 -1.968180575716852732e-01 3.748892671894452633e-01 -6.411490382228016149e-02
2.022342478465034288e-01 -2.377088084669742030e-01 -1.846644258291123275e-01 4.322884973589671276e-01 -2.195063899390941042e-01
-2.178297374699492417e-01 1.483424519359938520e-01 -4.024800332751163334e-02 3.288260317408305822e-01 -8.032351776837794166e-02
4.123460618962094815e-01 -1.689236574400513613e-01 -8.192136962444372672e-02 -1.223273090801285240e-01 -8.905369341083126111e-02
2.357172432592326838e-01 -7.544788985331370157e-02 -6.086756292008132369e-02 -1.415299253105209154e-01 -1.174959133308368930e-01
7.285231852479425729e-01 -7.152463922213447844e-01 1.739419534459507310e-01 -4.612417055089217954e-01 2.889133272761478244e-01
3.564629431368663282e-01 -3.736868055453916315e-01 -3.852521154294335365e-02 2.598134742516983176e-01 6.070714491351666964e-02
1.047051430596205104e-02 9.723898518519107081e-02 -1.230920676965003985e-01 1.199102487735950878e-01 -3.467741961349249391e-02
2.350673021390376483e-01 4.541642386682646082e-01 -4.015107336070686261e-02 -7.104057132574284061e-01 2.119484960830220199e-02
1.382623014503024661e-01 1.280450650109307698e-01 -2.408233798122805525e-01 2.223575576349730298e-01 -3.009732981797928475e-01
-2.397130464764933300e-01 4.965712014313617972e-01 -1.448509547635259687e-01 -5.895908100231082027e-01 3.766085044162627016e-01
4.657536702344116514e-02 1.897870679943046146e-01 -6.164090980176669538e-02 -2.046248755040461220e-01 -1.372553230693564774e-01
-2.156454655097930495e-01 7.234475310518827251e-02 -1.460753879281523615e-01 3.117063279026398570e-01 -2.957783613907448428e-02
6.049952330580487397e-03 -7.536922111627574195e-01 2.122816475376636258e-01 4.536731158415122089e-01 1.570188112616537623e-01
2.341257744296822152e-01 -3.673952567346803755e-01 -2.769931129087882526e-02 1.985141485204596490e-01 7.259056113700451673e-02
4.717551023844672731e-01 2.514506259440125319e-02 -2.988482744348199827e-01 1.945126144600136109e-01 -3.095755630062882457e-01
1.342391409665264213e-01 1.442791389674538960e-01 -9.057024854725609364e-02 2.871417938151193255e-03 -9.156822490519424262e-02
9.199336751144823743e-02 9.510615549800624513e-02 -1.275478181734958083e-01 5.228578540140249586e-02 -5.545040428775675073e-02
6.461009187044002289e-01 -6.855001814756529477e-01 1.452774877069565040e-01 -8.673967248301918398e-02 1.195509891108682415e-01
-3.028976111261544868e-01 -3.633821669440495672e-02 -1.573141325004191460e-01 2.142244451781449288e-01 2.902670897758816704e-01
7.063723208547245669e-01 1.562489168476477799e-02 -1.145809319276163279e-01 -4.149093934038523557e-01 -4.873718514960251325e-01
-1.806307334416203392e-01 4.239393158055910771e-01 -4.985095609344440681e-02 -5.501436993950873378e-01 1.835669314655198336e-01
5.478507690028286969e-01 -1.928524482154217179e-01 -1.271294768950375909e-01 -3.503810868465475070e-01 5.918368986211260813e-02
-1.307161015273508309e-01 2.272909401900740367e-01 -6.219661953900699342e-02 -2.953061796065100109e-01 1.553863641539518781e-01
-3.955823841564466009e-02 2.621839731382296090e-01 1.266208175356946068e-02 1.570143116499476410e-01 -4.339414748420604151e-01
2.776168196375854991e-01 1.047572797442329756e-01 -7.153414242303147985e-02 -2.928894829223070984e-01 -1.797950423406026732e-01
