-3.692012907288999557e-01 6.087336133126833859e-01 -1.473096470827389148e-01 1.084756041993079623e-01
-9.039551202140151398e-01 3.993222907628303786e-01 -6.983378133935373988e-01 4.740996785838419436e-01
3.181781505721348879e-01 -9.315061816716280196e-01 -6.668976286007755050e-02 9.356977963895835027e-01
4.615453457827387029e-01 -6.274004903623568996e-01 -2.577147378658142252e-01 3.315121624615977036e-01
-1.141895950735587473e+00 -1.003098485852224053e-01 5.965510579545767467e-01 2.802019039039680970e-01
3.450953267452678275e-01 6.866792091594255652e-03 -9.664127052708421095e-02 -5.218597119192938116e-01
-2.304149739741088443e-01 2.561741346488058402e-01 -4.855539276191963433e-02 -1.272799648917473936e-01
1.116711476995843472e-01 -4.721393269296058626e-01 2.441234651415455925e-01 -8.515993856459422306e-02
-7.926409164448885436e-01 2.473148747323804242e-01 3.019353042705288925e-01 4.762595321232836465e-01
-9.456724609255794389e-01 -1.088482808126888246e-01 2.667694440146001211e-01 2.920621492025589072e-01
-1.548858121871306670e+00 4.707063014521714051e-01 1.604049328929361973e-01 5.596163659209614227e-01
1.296358814314396146e-01 3.250602436438950193e-01 -7.627350158457090190e-01 4.155660307564902080e-04
-2.908288844736959394e-03 -2.530528355068981661e-01 3.143502898063463280e-01 2.502647314890932284e-01
-2.481923276058672079e-01 5.109119798377009802e-01 -5.474546742678464417e-01 6.298591684513914490e-01
6.308594034522944927e-02 1.518184648623491229e-01 -1.093511007578926053e+00 -8.485502177695285198e-02
-2.571360794978187481e-01 2.288835382057920198e-02 2.588681385179352756e-01 -3.015781951225497970e-01
-3.243690898638516007e-01 1.997593988550724620e-01 -3.395008651048300741e-01 3.007600908679712304e-01
-7.682139478984784109e-01 3.673619852744914871e-01 4.774280845107071181e-01 -3.764896048821962660e-02
-3.528905612263069091e-01 4.301939836714991916e-01 -2.506646623980974264e-01 4.063467083711532202e-01
2.955054153589611876e-01 -2.515427212121735812e-01 2.211397432902426907e-01 -6.449419532493632090e-01
1.606939951827209001e-01 3.741420500389121967e-02 -1.246718602515588387e-01 -7.916074591394593740e-02
1.884486235406812038e-01 -9.791192966994477498e-01 2.084176388196834928e+00 -1.017396506789755017e+00
1.424501801261996992e+00 -6.335631645715150695e-02 -1.272031082039803751e+00 -1.099174971645945492e-01
7.000644927552038821e-01 -1.417595351125700565e-01 1.797493945249657166e-01 -3.143980004286922036e-01
3.668262996957703526e-01 2.716071768238844109e-01 -5.272127310673961897e-01 -4.983876488159987295e-01
-1.079582233618529452e+00 3.735110847284029562e-02 2.761406094590125870e-01 2.519079332234893109e-01
4.841844207557919333e-01 -4.328155010167969996e-01 1.991865169847206463e-01 7.134227570644133265e-02
2.507370356928044219e-01 1.747642826396934163e-03 -2.545356824596627376e-01 -1.059639223297831778e+00
3.259703055724701426e-01 -4.699165226100745496e-01 3.699647443101966582e-01 7.263293833155025636e-01
5.900528297390084109e-01 -5.924883947345797042e-01 2.373015752037673787e-01 2.691764055124132304e-01
4.621464017980538852e-01 3.720584762184311334e-01 -5.600377453410037010e-01 -4.199428198177352911e-01
-2.440999565620620981e-01 -1.113397528506479134e-01 1.147658982251535537e-01 4.752455094701845684e-01
-3.656257221575326399e-01 2.279290772174392965e-01 -1.401955569556029291e-01 -2.035229360269908971e-01
-8.840493517979359783e-01 -1.673171331267062911e-01 4.531626376890994790e-01 6.145979125023666167e-01
-1.004789251160854296e-01 4.919512103807525127e-01 -8.529674435728730186e-01 3.765286967437739274e-01
3.884604348563213128e-01 -3.117490192819499795e-01 -2.746842946354206838e-02 6.732708909588831780e-02
-1.015348622930695166e-01 -4.240827831697920325e-01 1.239459109876457216e-01 3.054207201672108907e-01
-6.174785921285818047e-01 2.027871431858110363e-01 2.889079640451838737e-01 -4.712958732637156922e-01
-3.695146391999320490e-01 -1.204823119800687709e-01 5.313520839846097576e-01 -9.771173537512886642e-02
1.946775457437461276e-01 3.333110268772161433e-01 -8.464733784710625208e-01 1.544081247509803134e-01
-5.956218591015141062e-01 -1.062448714835471653e-01 7.105291799623672522e-02 7.514622041391123553e-01
-4.902505843099047578e-01 2.504773230973006970e-01 2.910833301566672932e-03 4.178307655275360910e-02
