-3.075271503711956567e-01 1.803993955670871452e-01 3.225410894170225307e-01 -8.060941092788168616e-01
-1.094846672743487348e+00 -6.394163979600679948e-01 9.679331517772693516e-01 1.502927995685974681e-03
-1.582722875662867252e-03 -1.129564987556843647e-01 4.675934674477925101e-01 -3.989079500427544778e-01
1.211109394840031439e-01 -4.942169367111232114e-01 4.586173462728789785e-01 1.709922150988434641e-01
-1.352815620333287228e-01 1.996595980227146294e-01 1.894740377980948243e-01 -1.992849485534941290e-01
-1.474212118552790073e-02 -4.833350477547001395e-02 -6.212236096482525172e-01 5.443432150014237969e-01
3.094235972091689546e-01 8.363416467357019657e-02 -7.552690608926916627e-02 -2.834032745211850779e-01
-3.770599469832046635e-01 7.435493391393934726e-01 5.740517054886980913e-03 -1.777956011141610185e-02
3.509862361994710578e-01 -1.939598673454374089e-01 -4.921863260299698117e-01 2.700333002347204969e-01
-1.372631958496214055e-01 -4.778510851366932211e-01 -1.160514604345486839e-01 4.677335999672809219e-01
-2.963343687705118912e-01 -5.294249678547595650e-01 2.952674864932514076e-01 3.301676260331571910e-01
3.564132156197894474e-01 -1.076089915802481561e-01 9.939140258705463082e-02 -6.138842325699636060e-01
-8.821389291811514433e-01 5.247634655913300250e-01 5.624380964661310767e-01 1.330459559355301469e-01
5.725747588087787276e-01 6.186966460002827350e-01 -9.161036142480598610e-01 -5.517445703304754145e-01
-5.948388509923276946e-01 -3.035808169451580940e-01 6.478627581866988061e-01 9.596798405618087724e-01
3.315347814426528594e-01 -2.498959232558973370e-02 5.221124036562646564e-01 -4.388533074650052268e-01
-1.891203601833606751e-01 2.522889124261230576e-01 -6.125975496873508064e-01 5.346347476321330339e-01
-3.087852006512972758e-01 -4.543093367908448976e-01 3.203415112008096699e-01 6.756350331522133212e-02
1.897086808815901804e-01 2.202367960405325897e-01 2.592863468084897205e-01 -1.584525441614242358e-01
-1.027807762509694162e-01 3.538517726378044848e-01 -2.748698587221924394e-01 2.028245743014977231e-01
3.484583164284975054e-01 3.117978761389649800e-01 -4.984888867947949720e-01 -4.240209107154107593e-01
1.384244170672849439e+00 -5.231170017531329153e-01 -2.490741056035066514e-01 -2.365440352611680175e-01
2.108292328411151273e-01 -1.878275410671360890e-01 4.732315730051938063e-01 -3.366508046525781284e-01
6.315432540945042916e-02 4.002284352911303911e-01 -1.016126843538711411e+00 2.643294259928546941e-01
7.656116381085000810e-01 -1.194527197980203848e-01 -1.032824937621482225e-01 1.391837969913307382e-01
-5.789027417579552942e-02 -2.918561636248805935e-01 4.070012301453777570e-01 1.075822990804444490e-01
3.855619390797438428e-01 2.115867275578962869e-01 -1.096816162416581197e-01 -7.889475942264914665e-02
4.227711199484467941e-01 6.459619351793172148e-02 -3.051576818878753428e-01 1.984682935940167703e-01
6.507633961804659695e-01 -1.966542173323017062e-01 -3.822041965305214561e-01 -6.176101915743480442e-01
1.466246209865462446e-01 -3.046375478122828606e-01 -2.083479793222724891e-02 1.144344583282231112e-02
-8.506142084766766046e-03 5.105694814956198702e-01 -1.132981729354418654e+00 -9.700573877498247510e-01
5.212035863369756106e-01 -1.822419016045622175e-01 -6.391972168761500539e-01 1.230663973510715548e-01
4.297871391719881307e-01 -1.494911140835824825e-01 7.043577437295227561e-01 -1.326775735617707008e+00
-4.071934541367870919e-01 1.309380818771519184e-01 -2.708133647279538647e-01 4.921699607797767606e-01
1.259610376751690020e-01 3.465518606751314401e-01 -7.803937579244328571e-02 -1.740736782830729357e-01
3.668678717102649145e-01 -2.927701987901283887e-01 8.489694524880377069e-02 -3.292395532835318273e-01
-1.195985253825492811e-01 3.086670952408542279e-01 3.240868482710012599e-01 -3.386302397387317975e-01
1.990018827151838199e-01 -1.102577551908076742e-01 -2.878190363176557076e-01 -3.169185790995839858e-01
4.127719931823658484e-01 3.051407112745600503e-01 -2.149933368846512483e-01 -7.552194166227528260e-01
1.014925441690036900e-01 -2.390292546983646405e-01 -5.387969221733571873e-02 5.481610984205629311e-01
3.665610646696273456e-01 -8.731083395824401627e-01 3.169314242360288802e-01 3.871073120038209248e-01
-5.530806595163487716e-01 -7.820326729679198674e-02 -9.264417614319654659e-02 -2.738498633077785516e-01
4.788081448444701516e-01 2.328487409138684516e-01 -2.331630632591120619e-02 -8.122039282927747683e-01
-4.874728560487563700e-02 1.106388184672529029e-01 -3.651563446710583416e-01 -1.093686107937498347e-01
1.537228477395259363e-01 3.805814340179524136e-01 -6.821426038430389305e-01 -7.798084004307228589e-01
-2.659692361105976399e-01 4.948753909653889060e-01 -7.367547218089855188e-02 -1.271353886556451651e-01
2.683081530073137544e-01 -4.102650158752461085e-01 -1.235853179651321687e-01 1.747075012557433304e-01
-1.515758067209865834e+00 2.534039183766293446e-01 7.364981707726115934e-01 -4.507286124995270038e-01
-2.673236137110424071e-01 2.143756441830892978e-01 -6.570424126308115932e-03 -5.181409954494168441e-02
1.903398980195793566e+00 -8.493552607793559694e-01 4.486516553362208670e-01 1.756450807214110232e-01
1.506765243684555777e-01 1.178144972494690190e-01 -1.160629332065711727e+00 -5.741576861051519431e-01
-3.077829616998838391e-01 2.066719936791473200e-01 -3.360996194289938566e-01 4.790647250933102036e-02
-3.222440959588745435e-01 -2.958091858860865675e-01 2.139845369552235976e-01 2.702704504643071992e-01
-9.300565336949708772e-01 6.207167743772808513e-03 1.734604913363912704e-01 7.522777626801138151e-01
-5.806412301534541465e-02 2.781666360093735801e-01 -1.965124953245397932e-01 -5.352817574151538110e-02
2.447645426102896399e-02 3.104903188997092389e-01 1.694773997344972694e-01 -3.009381051432096776e-01
2.958342419585629005e-02 -3.520914350539618154e-02 -3.955247723133434867e-01 7.230045434701968254e-01
-8.341671852264634923e-01 -1.951367404761929769e-01 8.058120814681631883e-01 6.740276397716937762e-01
